IMO Number;Name;Total fuel consumption [m tonnes];Total CO₂ emissions [m tonnes];Fuel consumption per distance [kg / n mile];CO₂ emissions per distance [kg CO₂ / n mile];;
9803364;ORANGE VICTORIA;1272.5;4020.06;85.74;270.88;;
9803417;WECO KAROLINE;1863.98;5895.8;63.85;201.97;;
9803613;MSC GRANDIOSA;33625;105100.99;440.53;1376.97;;
9803625;MSC VIRTUOSA;8994;28139.16;447.11;1398.84;;
9803649;SANDVIKEN;3802.43;12108.14;91.83;292.41;;
9803651;SKUTEVIKEN;3862.07;12322.65;89.59;285.86;;
9803675;BG DIAMOND;4062.8;12729.5;90.9;284.8;;
9803687;BG JADE;4003.3;12541.26;91.41;286.37;;
9803699;BG SAPPHIRE;4251.9;13316.77;89.11;279.1;;
9803704;BG EMERALD;3885.8;12164.96;86.44;270.6;;
9804033;YURIY KUCHIEV;8302.05;26266.83;174;550.53;;
9804215;BALT FLOT 14;108.77;344.48;40.5;128.27;;
9804227;BALT FLOT 15;324.1;1024.17;37.13;117.34;;
9804239;BALT FLOT 11;390.54;1240.82;56.32;178.95;;
9804241;BALT FLOT 12;158.63;508.58;45.87;147.06;;
9804253;ORIENTAL KING;515.2;1627.14;99.1;312.97;;
9804459;NEW VISION;642.12;2029.71;246.59;779.46;;
9804461;FREUD;1806.88;5682.53;129.38;406.9;;
9804552;MEDI PERTH;1280.16;4037.38;103.24;325.6;;
9804813;FAIRCHEM HAWK;751.79;2379;75.5;238.9;;
9804825;INTERMEZZO;2949.7;9262.95;88.27;277.18;;
9804837;FAIRCHEM BLUE SHARK;2305.94;7287.98;76.07;240.42;;
9804849;JAZZ;2153.3;6742.25;76.82;240.52;;
9804851;CHEMICAL TRAVELLER;2740.58;8686.35;57.97;183.72;;
9804875;CHEMICAL SAILOR;2944.69;9332;58.21;184.48;;
9804899;PURPLE RAY;1882.37;5970.31;57.9;183.65;;
9804904;CHEMSTAR SAPPHIRE;2171.96;6842.6;72.91;229.71;;
9804928;FURANO GALAXY;1532.6;4800.86;85.46;267.71;;
9804930;NISEKO GALAXY;2568;8095.34;80.37;253.36;;
9805245;FEDERAL DART;1199.7;3821.78;62.92;200.45;;
9805257;FEDERAL NAGARA;1483.4;4726.83;66.92;213.23;;
9805269;FEDERAL DEE;1024.4;3248.33;63.95;202.77;;
9805271;FEDERAL DELTA;1791;5693.26;63.42;201.59;;
9805568;ROTRA VENTE;2578.42;8266.41;59.74;191.51;;
9805647;NORD COPPER;2316.94;7231.93;86.03;268.53;;
9805659;GENOA;2921.55;9162.55;85.6;268.46;;
9805661;NORD COLORADO;867.21;2710.33;84.05;262.69;;
9805673;NORD COLUMBIA;1973.62;6156.51;94.39;294.44;;
9805910;FAIRCHEM FORTITUDE;1108.52;3501.21;71.61;226.18;;
9806043;ONE AQUILA;5068.8;16032.38;231.43;732.01;;
9806055;ONE COLUMBA;3213.2;10167.87;216.87;686.28;;
9806067;ONE GRUS;6600;20873.78;237.7;751.77;;
9806081;ONE CYGNUS;4143.1;13111.95;249.21;788.69;;
9806146;SUNDA;2134.5;6692.49;95.82;300.45;;
9806304;INDONESIAN BULKER;1708.76;5408.72;68.06;215.44;;
9806615;SEA ICON;1041.6;3263.71;162.22;508.29;;
9806627;SEA BEAUTY;3881.98;12156.51;148.34;464.54;;
9806665;SWAN PRIDE;2807.87;8854.67;60.84;191.84;;
9806706;SWAN DIGNITY;505.63;1590.87;54.36;171.04;;
9806720;RENAUD;534.76;1695.91;46;145.88;;
9806732;JOSEPH WISDOM;590.02;1870.11;48.09;152.44;;
9806770;MEDI ASTORIA;2389.17;7548.52;83.23;262.97;;
9806782;SANTA JOHANNA;1316.91;4136.09;90.03;282.77;;
9807085;SEVEN SEAS SPLENDOR;3662.9;11743.25;243.79;781.6;;
9807293;STENA ESTRID;14289.16;44798.74;163.08;511.27;;
9807322;STENA EMBLA;488.38;1540.46;177.33;559.32;;
9808156;GREEN ATTITUDE;4440.47;13926.77;151.73;475.88;;
9808182;HUA XING LONG;1377.76;4324.1;114.77;360.2;;
9808194;HUA SHENG LONG;0;0;Division by zero!;Division by zero!;;
9808259;EK-RIVER;2666.98;8550.34;56.11;179.89;;
9808261;EK-STREAM;2856.59;9158.24;56.28;180.43;;
9808314;GEMMA;2404.04;7549.63;92.3;289.87;;
9808326;DIADEMA;1525.35;4809.92;87.37;275.5;;
9808352;CIELO DI SETO;270.73;851.45;64;201.29;;
9808651;SAGA FAITH;723.9;2301.87;101.49;322.71;;
9808663;ACTION TRADER;1560.68;4885.99;53.48;167.42;;
9808675;ASTON TRADER;133.9;417.02;78.3;243.87;;
9808845;UHL FUTURE;3095.7;9685.25;64.16;200.72;;
9809095;GARDENIA SEAWAYS;8701;27422.91;134.23;423.05;;
9809100;TULIPA SEAWAYS;11191.56;35082.33;138.4;433.84;;
9809112;ACACIA SEAWAYS;8526.31;26891.41;122.73;387.09;;
9809368;ALDANA;1131.83;3566.34;202.11;636.85;;
9809394;FAIRCHEM ANGEL;907.2;2871.49;79.25;250.85;;
9809590;FADIQ;11314;35701.47;124.22;391.97;;
9809679;W.B. YEATS;29300.04;91311.4;245.94;766.45;;
9809825;CMA CGM FORT DE FRANCE;14960.9;47253.15;171.25;540.88;;
9809837;CMA CGM FORT ROYAL;13986;44171.99;163.13;515.22;;
9809849;CMA CGM FORT SAINT CHARLES;14655.5;46305.52;159.47;503.87;;
9809851;CMA CGM FORT FLEUR D'EPEE;15588.3;49224.35;171.44;541.38;;
9810214;WISBY ATLANTIC;1640.35;5151.97;101.54;318.93;;
9810226;WISBY PACIFIC;1510.8;4731;88.98;278.64;;
9810331;INDUSTRIAL CONFIDENCE;156.4;493.48;162.02;511.22;;
9810355;COLOR;101.3;315.45;41.36;128.81;;
9810379;MARAN GAS ANDROS;1898.73;5744.38;179.29;542.42;;
9810551;PRISM BRILLIANCE;2343.1;6531.67;179.92;501.55;;
9810666;RHAPSODY;1785.2;5596.49;75.66;237.18;;
9810757;BALTIC ACE;793.23;2492.22;62.25;195.58;;
9810915;SEATRADE GREEN;2714.8;8534.46;101.44;318.91;;
9810991;EVER GOODS;23128.5;72904.32;370.5;1167.87;;
9811000;EVER GIVEN;4804.3;15140.11;435.79;1373.34;;
9811012;EVER GOLDEN;21498.45;67064.06;333.57;1040.55;;
9811036;SAKIZAYA ORCHID;2770.74;8751.79;94.34;297.98;;
9811048;ULTRA LYNX;2626.18;8311.04;93.22;295;;
9811127;PREVEZE 1;2580.03;8125.13;52.34;164.82;;
9811505;UNI SUNSHINE;201.25;639.39;64.27;204.18;;
9811517;UNI HORIZON;1095.78;3438.24;64.34;201.87;;
9811531;MEDI SERAPO;578.33;1810.8;98.09;307.13;;
9811543;MAPLE;147.05;464.15;118.21;373.11;;
9811907;ULTRA PASSION;1785.88;5641.96;91.8;290;;
9811919;ISHIZUCHI STAR;2311.67;7318.84;73.86;233.86;;
9811921;SILVER OAK;863.53;2697.77;65.88;205.81;;
9811945;BELHAVEN;608.06;1922.92;82.27;260.17;;
9812107;HAMMERSHUS;5902.85;18924.53;74.85;239.98;;
9812494;ULTRA ANGEL;1229.4;3879.02;98.53;310.87;;
9812743;CRIMSON JADE;753.2;2385.1;80.88;256.13;;
9812755;CRIMSON PEARL;1226.31;3889.93;89.99;285.46;;
9813230;UHL FOCUS;1317.2;4132.92;62.27;195.39;;
9813242;UHL FORTUNE;3511.97;10999.82;62.19;194.79;;
9813565;GANJA;606.16;1912.17;59;186.12;;
9813840;SPIRIT OF CHENNAI;3910.92;12208.63;74.88;233.74;;
9813993;CONTAINERSHIPS NORD;4441.57;12672.76;90.13;257.15;;
9814002;CONTAINERSHIPS POLAR;6221.66;17612.12;85.55;242.18;;
9814014;CONTAINERSHIPS AURORA;5289.19;14954.16;86.26;243.89;;
9814038;LE CHAMPLAIN;1963;6293.38;105.73;338.96;;
9814040;LE BOUGAINVILLE (MAR-19);1920;6155.52;105.51;338.25;;
9814052;LE DUMONT D'URVILLE;1953;6261.32;108.78;348.76;;
9814143;HIGH NAVIGATOR;189.5;604.27;94.79;302.27;;
9814193;BOXER;2400.42;7601.83;65.63;207.83;;
9814399;RONG HUA WAN;1655.69;5221.22;51.4;162.08;;
9814428;COBALT SUN;5038.22;15868.89;123.12;387.78;;
9814430;SATURN MOON;2169.42;6791.4;147.77;462.59;;
9815252;CHEM LITHIUM;1556.34;4940.99;66.82;212.13;;
9815264;CHEM NEON;2550.14;8095.48;62.06;197;;
9815276;CHEM MERCURY;1963.42;6162.71;62.82;197.19;;
9815458;STAR RIVER;3359.64;10577.04;92.52;291.29;;
9815604;IBERIAN SEA;5439.04;17053.38;155.46;487.43;;
9815616;LEVANTINE SEA;4508.8;14147.77;164.47;516.08;;
9815850;CORAL EXPRESS;1076.6;3404.95;80.39;254.23;;
9815939;MEDI GINEVRA;1574.18;4932.2;94.33;295.55;;
9816323;ALMI ATLAS;0;0;Division by zero!;Division by zero!;;
9816335;ALMI TITAN;0;0;Division by zero!;Division by zero!;;
9816529;SATURNUS;2616.84;8389.59;41.61;133.39;;
9816531;MERCURIUS;2938.58;9421.09;45.24;145.03;;
9816593;BERGE SNAEFELL;1131.2;3555.53;68.41;215.03;;
9816763;GASLOG WARSAW;6595.54;18542.05;187.56;527.29;;
9816830;EPHESUS SEAWAYS;16228.5;50568.19;135.65;422.67;;
9816842;TROY SEAWAYS;15516.6;48361.85;132.75;413.74;;
9817133;HANSEATIC NATURE;2976.36;9542.21;87.17;279.48;;
9817145;HANSEATIC INSPIRATION;2878.57;9228.7;100.5;322.2;;
9817274;SAINT JOHN PAUL II;9576.65;30702.74;183.7;588.94;;
9817315;BORIS SOKOLOV;8962.61;28418.27;153.43;486.5;;
9817470;BREIVIKEN;8604.63;26986.08;145.74;457.08;;
9817494;MORVIKEN;1969;6197.98;140.67;442.81;;
9817509;STREAM ARCTIC;1004.15;3175.16;58.82;185.99;;
9817511;VICTORIA T;896.42;2840.09;87.39;276.87;;
9817535;NORD PACIFIC;911.33;2887.68;83.82;265.61;;
9817559;SIRIUS SKY;1961.34;6198.64;80.11;253.18;;
9817585;FAIRCHEM FORTE;1049.8;3317.15;65.15;205.86;;
9817614;ENERGY TRIUMPH;3032.39;9492.59;169.18;529.6;;
9817626;ELANDRA OSPREY;4272.12;13425.44;142.17;446.78;;
9818058;EIKEVIKEN;7811;24439.37;145.94;456.63;;
9818216;NORDIC AQUARIUS;4217.8;13224.57;142.21;445.87;;
9818228;NORDIC CYGNUS;2821.39;8859.63;128.29;402.84;;
9818230;NORDIC TELLUS;3823.76;11959.39;132.25;413.64;;
9818278;FURE VEN;1817.09;5349.27;50.97;150.06;;
9818280;RAMELIA;1500;4479.77;56.8;169.63;;
9818400;CONTAINERSHIPS ARCTIC;5824.33;16594.94;86.74;247.15;;
9818515;BOW ORION;2640.01;8354.17;99.12;313.65;;
9818527;BOW OLYMPUS;1246.52;3957.57;126.15;400.52;;
9818539;BOW ODYSSEY;1994.2;6322.54;106.91;338.94;;
9818541;BOW OPTIMA;1934.48;6132.73;112.15;355.55;;
9818931;ARKLOW WAVE;2135;6777.93;45.14;143.29;;
9818943;ARKLOW WIND;2330;7374.76;50.53;159.92;;
9818955;ARKLOW WILLOW;1935.86;6120.91;49.9;157.78;;
9818967;ARKLOW WOOD;1972;6272.92;49.41;157.17;;
9819052;GIOCONDA;2796.96;8967.06;51.57;165.33;;
9819650;GASLOG WINDSOR;3025.08;8349.61;166.26;458.9;;
9819806;ELIO;2405.7;7712.67;76.42;245.01;;
9819832;PATRIOTIC;3747.47;11741.45;130.23;408.04;;
9819844;HOMERIC;2834.93;8904.6;139.08;436.86;;
9819856;RHYTHMIC;3344.43;10510.49;116.3;365.49;;
9819868;HARMONIC;5142.22;16145.76;138.06;433.48;;
9819870;LITA;879.8;2780.64;245.69;776.5;;
9819882;KAIROS;2421.17;6716.74;61.82;171.51;;
9820013;HOEGH GALLEON;13939.41;38705.75;268.03;744.24;;
9820427;CHEMICAL EXPLORER;2648.54;8399.53;58.13;184.35;;
9820544;AMAZON FORTITUDE;2510.85;7903.92;107.32;337.82;;
9820702;JULIA;796.16;2512.78;59.29;187.13;;
9820855;EVER GRADE;24766.28;77294.43;377.19;1177.2;;
9820922;EVER GENTLE;19746.63;61615.27;365.02;1138.98;;
9820934;SANTA ALEXANDRA;615.54;1948.53;88.39;279.8;;
9820960;CONCARAN;388.8;1210.86;97.52;303.7;;
9820984;SE KELLY;723.92;2260.95;67.3;210.18;;
9820996;ULTRA OSORNO;1222;3833.19;59.99;188.18;;
9821299;SOUTHERN SHARK;843;2647.4;97.84;307.27;;
9821469;LACHIN;745.1;2365.32;52.71;167.34;;
9821706;ELANDRA SOUND;4584.74;14406.17;134.49;422.61;;
9821859;GLOBAL GLORY;0;0;Division by zero!;Division by zero!;;
9822451;HOEGH GANNET;6009.76;16545.54;251.66;692.84;;
9822841;BRUARFOSS;11691.84;36517.16;128.31;400.74;;
9822853;DETTIFOSS;11210.05;35015.31;126.38;394.76;;
9822865;TUKUMA ARCTICA;11578.2;36123.22;132.81;414.35;;
9823003;DHT MUSTANG;7499.77;23383.27;162.2;505.72;;
9823041;ALFA FINLANDIA;4746.8;14859.04;114.49;358.38;;
9823352;LAURELINE;7950.35;25020.08;107.77;339.15;;
9823364;YSALINE;8454.93;26626.58;108.24;340.88;;
9823390;LILY PG;1583.63;4953.74;37.03;115.83;;
9823534;AL KHTAM;789.46;2497.82;156.51;495.21;;
9823546;JARNAIN;828.5;2615.49;122.89;387.94;;
9823625;TIAN YOU;3437.49;10727.31;74.09;231.21;;
9823821;PROFESSOR AZIZ ALIYEV;551.2;1743.12;50.58;159.96;;
9823871;UGAH DISCOVERY;709.8;2244.89;29.24;92.47;;
9824289;COLOR HYBRID;2078.79;6664.6;82.49;264.47;;
9824564;EXPRESS 4;11971.44;38380.44;123.67;396.5;;
9824928;ORIENTAL VIOLA;1229.07;3865.17;59.01;185.59;;
9824978;DUNNII;725.9;2290.23;85.69;270.36;;
9825001;SALIGNA;3233.2;10201.82;94.66;298.68;;
9825427;FLEX CONSTELLATION;2975.96;8324.62;255.96;715.99;;
9825520;AQUILA OCEAN;1478.14;4663.05;94.97;299.59;;
9825568;RIAS BAIXAS KNUTSEN;10518;29640.74;251.28;708.14;;
9826433;NORD BALTIC;2324.49;7252.05;87.26;272.23;;
9826445;NORD BARENTS;802.54;2506.03;69.74;217.76;;
9826457;NORD AMAZON;1368.29;4266.69;85.69;267.2;;
9826469;NORD ARIPUANA;1805.29;5626.97;81.89;255.26;;
9826471;LOWLANDS HORIZON;656.97;2075.18;102.66;324.27;;
9826548;IONA;10117.36;30328.98;438;1313.01;;
9826574;FAIRCHEM MAKO;1945.1;6155.07;76.21;241.16;;
9826732;LOMONOSOV PROSPECT;5991.27;17890.77;124.63;372.16;;
9826823;MILA;3209.52;10155.37;86.94;275.09;;
9826847;LANDBRIDGE HORIZON;5694.5;17737.93;197.22;614.32;;
9826897;MENDELEEV PROSPECT;6835.17;19700.82;139.2;401.21;;
9826902;KOROLEV PROSPECT;7091.26;21108.48;123.64;368.03;;
9827061;LAURENCE FRANCOISE;2906.31;9184.76;96.59;305.26;;
9827205;CLIPPER EOS;432.5;1346.85;73.65;229.34;;
9827243;IGUAZU HIGHWAY;954.9;3024.48;100.92;319.64;;
9827255;VICTORIA HIGHWAY;4213.2;13197.25;92.05;288.34;;
9827310;DIONI.GR;1418.93;4487.55;66.96;211.76;;
9827322;NIOVI. GR;1093.99;3465.94;68.38;216.64;;
9827451;CHEMSTAR TIERRA;383.35;1195.82;54.47;169.91;;
9827463;CHEMSTAR IRIS;2339.6;7351.64;73.97;232.44;;
9827475;CHEMICAL ENTERPRISE;2743.3;8663.58;61.58;194.48;;
9827566;CHIOS STAR;1693.59;5353.23;80.46;254.33;;
9827578;OINOUSSIAN STAR;2773.93;8725.14;73.03;229.7;;
9827889;BADJI MOKHTAR III;2490.87;7865.93;329.04;1039.09;;
9828144;THAMES;559.35;1759.82;79.21;249.22;;
9828211;BOW EXPLORER;1683.5;5328.87;89.7;283.94;;
9828223;BOW EXCELLENCE;797.5;2520.76;114.63;362.34;;
9828338;ASCONA;1702.8;5340.61;176.47;553.49;;
9828376;AL BATEEN;2020.98;6312.14;112.58;351.61;;
9828390;TARIF;785.08;2450.47;87.8;274.04;;
9828405;AL RUWAIS;2407.89;7604.33;102.36;323.26;;
9828869;DARYA NEETI;715.42;2239.09;101.39;317.33;;
9828895;IONIAN STAR;1977.03;6251.97;80.17;253.52;;
9828912;LARGO DESERT;630.7;1995.12;93.45;295.62;;
9828948;ARCHON;1556.7;4860.56;97.28;303.75;;
9828974;THUN LIDKOPING;556.97;1757.69;71.35;225.17;;
9828986;THUN LONDON;458.93;1449.63;68.6;216.69;;
9828998;THUN LIVERPOOL;517.63;1635.65;71.26;225.17;;
9829007;THUN LIFFEY;777.41;2469.47;57.74;183.4;;
9829069;BALT FLOT 16;407.2;1287.26;38.51;121.74;;
9829095;CASPIAN SEA;5699.3;17893.49;139.98;439.48;;
9829100;TYRRHENIAN SEA;2737.92;8591.97;175.31;550.13;;
9829394;FLYING FOX;611.01;1958.89;109.55;351.21;;
9829411;AQUILA L;3480.87;11047.89;82.76;262.66;;
9829459;STI MAJESTIC;1143.83;3589.46;82.58;259.13;;
9829461;STI MYSTERY;1326.15;4166.11;84.1;264.21;;
9829473;STI MARVEL;955.16;2987.22;77.55;242.55;;
9829679;SUNRISE RAY;2206.73;6991.47;60.42;191.42;;
9829681;CHEM SILICON;2418.32;7569.03;61.23;191.64;;
9829722;STREAM ATLANTIC;485.4;1532.78;61.88;195.41;;
9829746;FAIRCHEM THRESHER;1706.7;5392.09;60.72;191.83;;
9829758;FAIRCHEM COPPER;1161.02;3680.28;73.45;232.83;;
9829760;FAIRCHEM TIGER;847.7;2649.03;60.12;187.87;;
9829772;EVA DP;1731.1;5462.9;71.1;224.39;;
9829784;MOSTRAUM;2444.01;7835.5;49.43;158.47;;
9829796;VIKSTRAUM;2477.83;7943.92;42.36;135.81;;
9829801;CAP PORT ARTHUR;1354.2;4248.88;127.42;399.8;;
9829813;CAP CORPUS CHRISTI;2209.5;6915.01;126.2;394.95;;
9829904;NAVIG8 PROVIDENCE;781.9;2450.62;152.89;479.18;;
9830070;CSSC HE MEI;1018.8;3219.17;99.18;313.37;;
9830111;VOLCAN DE TAGORO;15631.69;50115.2;178.04;570.78;;
9830123;VOGE SOPHIE;1976.43;6233.8;72.67;229.2;;
9830135;SEA EAGLE;925.51;2933.71;73.12;231.79;;
9830288;HAFNIA HONG KONG;1422.37;4507.93;101.41;321.4;;
9830290;HAFNIA SHANGHAI;2455.97;7741.83;77.55;244.45;;
9830305;T. ADALYN;1930.87;6050.01;79.53;249.2;;
9830599;MED TUNCER;3442.82;10985.94;92.35;294.68;;
9830604;MED PAKIZE;4165.5;13295.72;94.16;300.54;;
9830903;AVENIR ACCOLADE;226.45;628.26;29.64;82.24;;
9830965;KHK EMPRESS;4050.2;12634.01;204.97;639.37;;
9830977;KHK MAJESTY;1044.5;3263.51;206.04;643.78;;
9831074;SPETSES LADY;259.8;815.53;153.55;481.99;;
9831165;SIXTINE;6937.17;21820.06;99.91;314.26;;
9831177;HERMINE;10121.58;31864.13;103.31;325.23;;
9831220;ADRIANO KNUTSEN;13169;38943.68;183.46;542.52;;
9831294;NAVIG8 PRECISION;3902.51;12205.5;139.32;435.72;;
9831309;NAVIG8 PRESTIGE JKB;3198.14;10004.72;134.45;420.6;;
9831490;NORD ANNAPOLIS;1001.72;3139;71.73;224.78;;
9831505;WESTERN DONCASTER;1390.05;4354.82;76.4;239.34;;
9831517;GREEN GEM;1961.83;6209.78;74.44;235.62;;
9831775;TOMINI ENTITY;1655.65;5178.86;96.79;302.77;;
9831787;TOMINI TENACITY;979.84;3073.1;98.8;309.88;;
9831799;TOMINI FELICITY;1673.19;5248.09;97.19;304.86;;
9831830;FRONT SUEZ;3160.2;9873.76;126.44;395.05;;
9831842;FRONT SANTIAGO;2849.73;8948.84;144.46;453.63;;
9831854;FRONT SEOUL;4369.13;13646.96;137.54;429.61;;
9832248;FRONT SINGAPORE;2007.22;6258.83;153.5;478.65;;
9832250;FRONT SIENA;1455.04;4567.27;151.48;475.48;;
9832274;FRONT SILKEBORG;7773.23;24241.81;127.13;396.46;;
9832432;MARS HARMONY;663.55;2081.91;71.18;223.33;;
9832444;VENUS HARMONY;797.51;2521.41;53.41;168.87;;
9832470;EARTH HARMONY;129.02;407.54;60.84;192.16;;
9832509;ADRIENNE;1398.73;4435.36;57.88;183.52;;
9832547;CRUDEMED;4482.15;14134.74;116.02;365.86;;
9832559;CRUDESUN;3333.86;10543.07;116.79;369.33;;
9832585;HOLLANDIA SEAWAYS;11363.67;35475.28;177.12;552.95;;
9832597;HUMBRIA SEAWAYS;13210.03;41181.37;170.81;532.48;;
9832638;NIAGARA HIGHWAY;3650;11471.01;96.81;304.24;;
9832640;CMB RUBENS;776.43;2432.5;85.63;268.26;;
9832676;NICON FORTUNE;1016.28;3214.87;79.86;252.62;;
9832688;MONING;1240.69;3919.96;66.55;210.28;;
9832717;EVER GOVERN;23135.73;72165.84;363.62;1134.22;;
9832729;EVER GREET;19874.11;61980.11;335.58;1046.56;;
9832808;REFERENCE POINT;1165.04;3632.65;105.38;328.57;;
9832925;AM KIRTI;4433.42;14010.6;142.81;451.32;;
9833058;NORD VANQUISH;1556.69;4874.16;86.44;270.65;;
9833101;EAGLE BLANE;8024.66;23495.63;221.1;647.36;;
9833113;EAGLE BALDER;9877.39;29140.26;241.87;713.56;;
9833175;VIKING VENUS;7475.62;23555.22;218.86;689.61;;
9833199;CRYSTAL ANGEL;1536.9;4795.81;134.58;419.94;;
9833577;STI MODEST;1976.04;6184.45;75.54;236.41;;
9833589;STI MAVERICK;1153.92;3617.39;87.95;275.71;;
9833591;STI MIRACLE;1201.02;3758.92;94.9;297.03;;
9833668;NAVIG8 GALLANTRY;465.1;1458.05;124.32;389.74;;
9833670;NAVIG8 GUARD;1614.12;5042.51;98.93;309.05;;
9833682;NAVIG8 GUIDE;1341.79;4197.46;86.67;271.13;;
9833723;PROSTAR;1381.79;4379.17;153.32;485.91;;
9833735;SIENA;2352.1;7393.33;119.96;377.08;;
9834155;CASTARA;1727.82;5466.7;88.17;278.96;;
9834296;LNG DUBHE;15600.78;43568.52;185.73;518.69;;
9834301;LNG MERAK;18007.8;50350.86;200.66;561.05;;
9834313;LNG PHECDA;24146.46;67124.1;207.26;576.16;;
9834325;LNG MEGREZ;14607.61;40960.09;189.37;531;;
9834337;ELANDRA REDWOOD;50.2;160.94;186.48;597.85;;
9834349;ELANDRA WILLOW;283.95;890.11;80.5;252.33;;
9834375;KAI OLDENDORFF;584.7;1838.55;129.5;407.21;;
9834715;CLIPPER EIRENE;2402;7479.99;73.5;228.87;;
9834727;CLIPPER ERIS;1799.42;5612.98;74.17;231.36;;
9834844;ELECTRA.GR;338.15;1069.78;60.63;191.82;;
9834856;CHARISMA.GR;999.32;3171.66;72.52;230.18;;
9835044;STAVANGER PIONEER;1070;3341.64;85.03;265.55;;
9835056;ENDEAVOUR II;631.8;1992.33;63.64;200.7;;
9835185;VIVIT FORNAX;1688.2;5268.61;120.29;375.4;;
9835719;WORLD EXPLORER;1300.87;4170.58;950.23;3046.44;;
9835769;PLANA;1013.3;3248.64;68.12;218.38;;
9835771;MIDJUR;1319.87;4207.55;63.03;200.92;;
9835783;BUZLUDJA;1760.23;5643.3;59.45;190.61;;
9835795;MALYOVITSA;560.18;1795.94;66.32;212.61;;
9835836;MARLIN SANTORINI;1254.56;3918.84;153;477.91;;
9835848;MARLIN SICILY;1900.38;5950.39;173.73;543.96;;
9835862;MARLIN SARDINIA;3192.84;10034.61;140.57;441.8;;
9835965;INTERCEPTOR;908.98;2837.43;120.97;377.62;;
9835977;SALT LAKE;2130.01;6638.73;122.63;382.22;;
9836048;TORM SUCCESS;961.69;3012.9;67.01;209.93;;
9836050;TORM SOLUTION;1559.87;4884.46;70.31;220.16;;
9836062;TORM STRONG;1191.61;3724.23;75.64;236.41;;
9836361;SARITA;512.29;1607.37;99.4;311.87;;
9836373;BW NARA;1739.81;5445.55;91.71;287.05;;
9836426;NAVIOS GEMINI;913.96;2888.31;82.9;261.98;;
9836438;BW JAPAN;1470.76;4586.38;104.48;325.81;;
9836464;5523 PREDATOR;1296.84;4042.13;88.38;275.48;;
9836476;BW KOBE;2123.95;6679.59;97.91;307.92;;
9836488;BW MATSUYAMA;2695.22;8425.79;82.5;257.91;;
9836567;BW OSAKA;1691.35;5313.42;89.02;279.65;;
9836579;BASIC GLORY;2189.51;6838.11;92.81;289.87;;
9836713;MEDI OITA;801.15;2509.24;94.72;296.67;;
9836787;BASIC VICTORY;1384.6;4354.48;86.72;272.73;;
9836878;COOL EXPRESS;6992.83;21786.95;138.95;432.9;;
9836880;COOL EXPLORER;4661.18;14523.33;148.48;462.62;;
9836892;NEW NOBLE;174.67;549.01;53.89;169.4;;
9836921;GEORGIA HARMONY;1222.16;3862.53;64.37;203.45;;
9837004;AM SHRADDHA;517.95;1647.13;104.01;330.75;;
9837119;SARA;747.91;2334.98;100.61;314.09;;
9837169;AURORA SPIRIT;8127.49;23602.82;194.87;565.92;;
9837171;RAINBOW SPIRIT;8467.8;24377.03;201.49;580.06;;
9837315;XIN MAY;4661.72;14628.08;174.05;546.16;;
9837327;WANG MAY;2651.27;8319.94;178.27;559.44;;
9837339;FJORD FSTR;6468.4;20737.69;182.24;584.26;;
9837341;HYDRA;1535.54;4892.3;65.78;209.57;;
9837353;SEDNA;1580.8;5031.32;64.15;204.16;;
9837470;ROTTERDAM;1490;4653.98;299.95;936.9;;
9837640;ZHONG YUAN HAI YUN KAI TUO;1712.64;5339.88;82.38;256.86;;
9837652;ZHONG YUAN HAI YUN CHUANG XIN;2115.14;6586.68;86.66;269.87;;
9837872;THUN LUNDY;1031.87;3277.92;54.59;173.41;;
9838058;GREEN K-MAX 1;1431.75;4542.15;108.63;344.62;;
9838060;GREEN K-MAX 2;2258.37;7161.04;98.05;310.92;;
9838072;GREEN K-MAX 3;819.52;2571.21;102.81;322.57;;
9838084;GREEN K-MAX 4;2219.36;7002.07;99.3;313.28;;
9838199;BALT FLOT 18;556.8;1762.19;47.71;150.98;;
9838204;BALT FLOT 19;58.5;185.3;30.35;96.15;;
9838216;NORD VANGUARD;2235.81;7066.26;101.67;321.34;;
9838228;STI LOBELIA;1355.9;4241.45;133.38;417.22;;
9838242;STI LILY;2848.9;8922.61;131.83;412.88;;
9838254;STI LAVENDER;542;1698.53;113.91;356.98;;
9838383;CELEBRITY APEX;9055.22;28280.25;306.66;957.72;;
9838436;UNISON JASPER;808;2551.89;69.64;219.95;;
9838462;FEDERAL ST LAURENT;2503.3;7952.75;64.52;204.99;;
9838474;FEDERAL MONTREAL;2137.5;6792.46;65.64;208.6;;
9838486;ULTRA INITIATOR;998.98;3112.03;79.8;248.6;;
9838498;WESTERN TOKYO;2272.64;7144.5;81.6;256.54;;
9838515;IVS PEBBLE BEACH;873.33;2749.49;93.73;295.1;;
9838527;IVS ATSUGI;1505.12;4706.23;84.63;264.63;;
9838541;PORT OSAKA;776.17;2425.29;84.82;265.04;;
9838553;FENG MAY;2980.33;9459.82;108.09;343.1;;
9838589;A LEOPARD;1081;3391.07;119.65;375.33;;
9838618;SILVER MOON;5460.82;17266.05;212.29;671.23;;
9838668;STREAM BALTIC;706.6;2228.42;62.58;197.36;;
9838670;STREAM PACIFIC;849.11;2684.67;63.89;201.99;;
9838838;ADMIRAL SCHMIDT;1608.4;5070.38;131.91;415.83;;
9838840;VITUS BERING;4442.72;14001.25;127.55;401.98;;
