;;Totals;;;;;;;;;;;Average energy efficiency;;;;;;;;;;;;Distance and time;;;Average energy efficiency on Laden Voyages;;;;;;;;;;;;Additional voluntary reporting;
IMO Number;Name;Total fuel consumption [m tonnes];Fuel consumptions assigned to On laden [m tonnes];Total CO₂ emissions [m tonnes];CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes];CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes];CO₂ emissions assigned to Passenger transport [m tonnes];CO₂ emissions assigned to Freight transport [m tonnes];CO₂ emissions assigned to On laden [m tonnes];Annual Total time spent at sea [hours];Annual average Fuel consumption per distance [kg / n mile];Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles];Annual average Fuel consumption per transport work (volume) [g / m³ · n miles];Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles];Annual average Fuel consumption per transport work (pax) [g / pax · n miles];Annual average Fuel consumption per transport work (freight) [g / m tonnes · n miles];Annual average CO₂ emissions per distance [kg CO₂ / n mile];Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles];Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles];Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles];Annual average CO₂ emissions per transport work (pax) [g CO₂ / pax · n miles];Annual average CO₂ emissions per transport work (freight) [g CO₂ / m tonnes · n miles];Through ice [n miles];Total time spent at sea [hours];Total time spent at sea through ice [hours];Fuel consumption per distance on laden voyages [kg / n mile];Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles];Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles];Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles];Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles];Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles];CO₂ emissions per distance on laden voyages [kg CO₂ / n mile];CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles];CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles];CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles];CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles];CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles];Additional information to facilitate the understanding of the reported average operational energy efficiency indicators;Average density of the cargo transported [m tonnes / m³]
9467043;NORTHERN PROMOTION;6172;;19298,91;3025;8295;7188;796;N/A;N/A;;2772;185,25;7,06;N/A;N/A;N/A;N/A;579,25;22,07;N/A;N/A;N/A;N/A;N/A;2772;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467134;BALTIC WINTER;2474,4;;7726,12;652,5;887,3;5900;286,3;N/A;N/A;;2199;109,15;47,27;N/A;13,47;N/A;N/A;340,82;147,59;N/A;42,05;N/A;N/A;;2199;;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9467146;ATLANTIC WINTER;4183,3;;13096,52;1524,9;3013,1;8227;331,5;N/A;N/A;;3811;82,44;23,2;N/A;7,61;N/A;N/A;258,09;72,62;N/A;23,83;N/A;N/A;;3811;;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9467158;TASMANIC WINTER;4709,3;;14748,53;2123,9;6626,7;5508,2;489,7;N/A;N/A;;4100;96,12;18,67;N/A;8,34;N/A;N/A;301,04;58,46;N/A;26,13;N/A;N/A;;4100;;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9467160;PACIFIC WINTER;1893,2;;5934,28;337,3;487;4978,2;131,8;N/A;N/A;;1576;86,91;33,05;N/A;8,01;N/A;N/A;272,41;103,6;N/A;25,1;N/A;N/A;;1576;;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9467251;CSCL VENUS;23419,5;;73011,58;13211,5;23903,47;34473,27;1423,35;N/A;N/A;;3976,67;351,57;3,36;N/A;N/A;N/A;N/A;1096,02;10,49;N/A;N/A;N/A;N/A;N/A;3976,67;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467263;CSCL JUPITER;4388,43;;13692,63;7327,05;6005,53;0;360,03;N/A;N/A;;679,37;349,31;3,31;N/A;N/A;N/A;N/A;1089,89;10,34;N/A;N/A;N/A;N/A;N/A;679,37;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467275;CSCL MERCURY;17061,67;;53168,3;17210,01;6117,67;28206,6;1634,01;N/A;N/A;;3043,9;340,12;3,6;N/A;N/A;N/A;N/A;1059,91;11,22;N/A;N/A;N/A;N/A;N/A;3043,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467287;CSCL MARS;27302,29;;85125,33;32187,24;22066,27;29424,59;1447,26;N/A;N/A;;4693,47;339,56;0,32;N/A;N/A;N/A;N/A;1058,7;0,98;N/A;N/A;N/A;N/A;N/A;4693,47;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467299;CSCL SATURN;16495,58;;51425,95;8960,86;30164,75;11679,22;621,11;N/A;N/A;;3158,4;301,06;2,96;N/A;N/A;N/A;N/A;938,56;9,22;N/A;N/A;N/A;N/A;N/A;3158,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467304;CSCL URANUS;27104,7;;84493,63;13587,4;38416,25;31200,77;1289,23;N/A;N/A;;5451,52;287;2,58;N/A;N/A;N/A;N/A;894,68;8,03;N/A;N/A;N/A;N/A;N/A;5451,52;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467392;MSC BERYL;3624,97;;11337,43;1593,87;3247,3;5230,08;1266,18;N/A;N/A;;704,9;346,85;4,66;N/A;N/A;N/A;N/A;1084,82;14,58;N/A;N/A;N/A;N/A;N/A;704,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467407;MSC LAUREN;2242,5;;7002,84;1012,45;2423,31;2876,72;690,35;N/A;N/A;;355;372,26;4,98;N/A;N/A;N/A;N/A;1162,49;15,55;N/A;N/A;N/A;N/A;N/A;355;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467419;MSC LAURENCE;2006,69;;6255,66;275,9;1820,27;3714,07;445,43;N/A;N/A;;570,6;272,99;3,71;N/A;N/A;N/A;N/A;851,03;11,58;N/A;N/A;N/A;N/A;N/A;570,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467421;MSC MARIA SAVERIA;4859,6;;15182,17;7573,16;5788,15;1161,96;658,9;N/A;N/A;;1053,1;384,02;3,54;N/A;N/A;N/A;N/A;1199,74;11,07;N/A;N/A;N/A;N/A;N/A;1053,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467445;MSC KATRINA;3146,8;;9828,5;1253,86;3425,53;4198,18;950,94;N/A;N/A;;569,4;347,41;4,28;N/A;N/A;N/A;N/A;1085,06;13,36;N/A;N/A;N/A;N/A;N/A;569,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467548;ORIENT TARGET;787;;2459,79;0;2255,64;143,88;60,27;N/A;N/A;;1061,03;72,05;3,46;N/A;N/A;N/A;N/A;225,21;10,82;N/A;N/A;N/A;N/A;N/A;1061,03;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467550;ORIENT TIDE;2419,04;;7573,23;317,12;3006,79;4009,22;240,11;N/A;N/A;;2587,43;97,28;3,64;N/A;N/A;N/A;N/A;304,54;11,41;N/A;N/A;N/A;N/A;N/A;2587,43;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467562;ORIENT TIGER;508,98;;1590,03;0;1359,98;205,35;24,69;N/A;N/A;;663,63;75,37;3,63;N/A;N/A;N/A;N/A;235,46;11,35;N/A;N/A;N/A;N/A;N/A;663,63;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467598;ORIENT TRANSIT;1290,99;;4040,63;62,26;1267,98;2505,44;204,95;N/A;N/A;;2093,35;91,03;3,8;N/A;N/A;N/A;N/A;284,91;11,89;N/A;N/A;N/A;N/A;N/A;2093,35;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467603;ORIENT TRIBUNE;545,3;;1713,01;105,16;1016,27;525,85;65,72;N/A;N/A;;689,75;84,09;4,73;N/A;N/A;N/A;N/A;264,15;14,86;N/A;N/A;N/A;N/A;N/A;689,75;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467615;INTREPID EAGLE;594,81;;1856,38;0;388,68;1389,8;77,9;N/A;N/A;;768,6;74,17;3,76;N/A;N/A;N/A;N/A;231,48;11,75;N/A;N/A;N/A;N/A;N/A;768,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467627;ORIENT ACCORD;799,25;;2516,88;223,14;1247,18;908,7;137,86;N/A;N/A;;845,65;83,42;3;N/A;N/A;N/A;N/A;262,69;9,45;N/A;N/A;N/A;N/A;N/A;845,65;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467665;WEST TRADER;3180,57;;9967,98;247;3184;5682;855;N/A;N/A;;2321,3;181,61;2,4;N/A;N/A;N/A;N/A;569,18;7,52;N/A;N/A;N/A;N/A;N/A;2321,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467811;HAFNIA AFRICA;5425,3;;16992,17;1259,1;8102,2;6630,8;1000;N/A;N/A;;4691,3;103,09;2,87;N/A;N/A;N/A;N/A;322,87;9;N/A;N/A;N/A;N/A;N/A;4691,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467952;SAM PANTHER;1174,13;;3671,63;159,04;801,71;2492,1;218,78;N/A;N/A;;1437,48;89,47;3,33;N/A;N/A;N/A;N/A;279,78;10,41;N/A;N/A;N/A;N/A;N/A;1437,48;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9467976;AGIA DOXA;288,93;125,3;904,49;349,86;0;408,14;146,5;N/A;N/A;390,18;354,7;107,29;6,2;N/A;N/A;N/A;N/A;335,87;19,41;N/A;N/A;N/A;N/A;N/A;354,7;N/A;Division by zero!;2,69;N/A;N/A;N/A;N/A;Division by zero!;8,37;N/A;N/A;N/A;N/A;;
9468085;ALINA;1347;;4241,25;891,2;1338;1830,2;182;N/A;N/A;;2271,4;57,49;15,51;N/A;8,78;N/A;N/A;181,02;48,82;N/A;27,64;N/A;N/A;N/A;2271,4;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9468097;RIKE;1695;;5321,31;951,6;1948,2;1726,8;694,8;N/A;N/A;;3621;52,01;16,58;N/A;7,65;N/A;N/A;163,27;52,06;N/A;24,01;N/A;N/A;N/A;3621;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9468102;BBC ALBERTA;1508,74;;4722,18;505,84;1349,74;2755,15;111,49;N/A;N/A;;2612,73;53,86;;N/A;84527,98;N/A;N/A;168,58;;N/A;264562,86;N/A;N/A;;2612,73;;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9468114;BBC UTAH;702,7;;2198,36;0;1098,27;1071,88;28,21;N/A;N/A;;1166,52;58,04;Division by zero!;N/A;9,63;N/A;N/A;181,56;Division by zero!;N/A;30,13;N/A;N/A;;1166,52;;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9468138;DIAMOND SKY;786,22;;2454,3;0;701,87;1703,41;49,02;N/A;N/A;;555,92;123,48;3,51;N/A;N/A;N/A;N/A;385,47;10,94;N/A;N/A;N/A;N/A;N/A;555,92;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468152;DIAMOND SEA;2275,32;;7102,81;0;3434,56;3494,68;173,58;N/A;N/A;;1974,17;100,51;2,57;N/A;N/A;N/A;N/A;313,77;8,04;N/A;N/A;N/A;N/A;N/A;1974,17;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468188;SHIOSAI;2686,1;;8394,22;0;1526,26;6792,19;75,76;N/A;N/A;;1527,4;159,22;1,2;N/A;N/A;N/A;N/A;497,58;3,74;N/A;N/A;N/A;N/A;N/A;1527,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468293;NYK ADONIS;8012,2;;24953,02;1734,4;13756,75;8528,9;932,97;N/A;N/A;;1875,4;244,69;3,83;N/A;N/A;N/A;N/A;762,06;11,94;N/A;N/A;N/A;N/A;N/A;1875,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468308;NYK ALTAIR;17322,5;;53946,83;3565,27;31047,22;18113,22;1221,11;N/A;N/A;;3859,7;255,74;3,71;N/A;N/A;N/A;N/A;796,44;11,56;N/A;N/A;N/A;N/A;N/A;3859,7;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468310;ONE ARCADIA;12813,47;;39908,32;1876,46;23794,64;11830,78;2406,44;N/A;N/A;;3097,9;253,49;3,75;N/A;N/A;N/A;N/A;789,51;11,68;N/A;N/A;N/A;N/A;N/A;3097,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468322;NEW PEARL;1979,9;;6192,57;201,98;3158,94;2334,08;497,57;N/A;N/A;;1738,3;263,38;2,41;N/A;N/A;N/A;N/A;823,76;7,54;N/A;N/A;N/A;N/A;N/A;1738,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468358;PAN EMERALD;1687,9;;5268,19;79,7;1541,9;3513,9;132,7;N/A;N/A;;1070;165,37;1,62;N/A;N/A;N/A;N/A;516,14;5,04;N/A;N/A;N/A;N/A;N/A;1070;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468401;SUN ORCHID;2088,5;;6540,22;0;2681,4;3625,4;233,4;N/A;N/A;;1439,3;163,52;1,71;N/A;N/A;N/A;N/A;512,08;5,36;N/A;N/A;N/A;N/A;N/A;1439,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468437;UNIKUM SPIRIT;4633,11;;14539,14;1427,43;5333,43;6742,5;1035,79;N/A;N/A;;6159,3;107,63;29,98;N/A;N/A;N/A;N/A;337,77;94,08;N/A;N/A;N/A;N/A;N/A;6159,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468449;VISION SPIRIT;1235;;3874,3;0;2683,88;1147,38;43,05;N/A;N/A;;1901;94,15;55,43;N/A;N/A;N/A;N/A;295,36;173,9;N/A;N/A;N/A;N/A;N/A;1901;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468528;STOLT FUJI;2151,38;;6791,9;3190,34;1493,38;989,7;1118,49;N/A;N/A;;7096,05;63,97;24,67;N/A;N/A;N/A;N/A;201,94;77,87;N/A;N/A;N/A;N/A;N/A;7096,05;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468530;ACACIA RUBRA;1980,72;;6209,13;3111,67;1162,79;1934,67;609,15;N/A;N/A;;4434,23;46,15;19,87;N/A;N/A;N/A;N/A;144,68;62,29;N/A;N/A;N/A;N/A;N/A;4434,23;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468619;KARVUNA;1267;;3957,03;0;1881;2004;71;N/A;N/A;;1774;81,09;4,22;N/A;N/A;N/A;N/A;253,25;13,18;N/A;N/A;N/A;N/A;N/A;1774;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468671;DELTA POSEIDON;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468748;PAN JOY;4110;;12806,89;0;2627;9964,6;215,2;N/A;N/A;;2497;179,1;1,33;N/A;N/A;N/A;N/A;558,08;4,14;N/A;N/A;N/A;N/A;N/A;2497;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468750;RIMONA;623,7;;1955,27;457,87;714,61;593,15;145,86;N/A;N/A;;3221,76;30,52;5,89;N/A;N/A;N/A;N/A;95,66;18,46;N/A;N/A;N/A;N/A;N/A;3221,76;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468786;VENUS HERITAGE;2813,45;;8808,77;0;3528;4722;559;N/A;N/A;;2736;109,46;2,17;N/A;N/A;N/A;N/A;342,71;6,79;N/A;N/A;N/A;N/A;N/A;2736;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468853;OLYMPIC TARGET;4338,51;;13568,89;643,12;9975,76;2519,57;430,44;N/A;N/A;;1660;229,05;0,85;N/A;N/A;N/A;N/A;716,38;2,67;N/A;N/A;N/A;N/A;N/A;1660;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468889;FINNBREEZE;12698;;39654,09;37732;0;0;1923;N/A;N/A;;4916;148,39;29,22;N/A;N/A;N/A;N/A;463,39;91,26;N/A;N/A;N/A;N/A;;4916;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468891;FINNSEA;12695;;39671,52;37758;0;0;1911;N/A;N/A;;4878;153,05;28,35;N/A;N/A;N/A;N/A;478,27;88,59;N/A;N/A;N/A;N/A;;4878;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468906;FINNSKY;11983;;37449,66;35709;0;0;1741;N/A;N/A;;4870;150,19;27,37;N/A;N/A;N/A;N/A;469,36;85,53;N/A;N/A;N/A;N/A;;4870;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468918;FINNSUN;12503;;39069,77;37053;0;0;2017;N/A;N/A;;4905;155,13;28,04;N/A;N/A;N/A;N/A;484,75;87,61;N/A;N/A;N/A;N/A;;4905;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468920;FINNTIDE;17656;;55133,23;53397;0;0;1736;N/A;N/A;;6289;149,68;44,75;N/A;N/A;N/A;N/A;467,39;139,75;N/A;N/A;N/A;N/A;;6289;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9468932;FINNWAVE;16653;;51997,65;50305;0;0;1693;N/A;N/A;;5906;144,11;41,83;N/A;N/A;N/A;N/A;449,98;130,61;N/A;N/A;N/A;N/A;;5906;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469003;BULK MEXICO;6741,34;;21062,43;0;9301,05;11150,54;610,84;N/A;N/A;;3744,07;188,24;2,35;N/A;N/A;N/A;N/A;588,14;7,35;N/A;N/A;N/A;N/A;N/A;3744,07;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469015;BULK SPAIN;7191,2;698,9;22445,82;195,25;8493,68;13145;611,9;N/A;N/A;2180,57;4306,4;152,93;1,63;N/A;N/A;N/A;N/A;477,35;5,09;N/A;N/A;N/A;N/A;N/A;4306,4;N/A;Division by zero!;0,16;N/A;N/A;N/A;N/A;Division by zero!;0,49;N/A;N/A;N/A;N/A;;
9469041;PETALON;6406,56;6406,56;20130,97;0;8491,62;11336,15;303,18;N/A;N/A;20130,96;6159;127,03;2,74;N/A;N/A;N/A;N/A;399,15;8,61;N/A;N/A;N/A;N/A;N/A;6159;N/A;222,91;2,74;N/A;N/A;N/A;N/A;700,43;8,61;N/A;N/A;N/A;N/A;;
9469053;KAMBANOS;1073,9;;3363,1;0;2174,25;888,88;299,97;N/A;N/A;;1070,83;134,05;7,54;N/A;N/A;N/A;N/A;419,81;23,61;N/A;N/A;N/A;N/A;N/A;1070,83;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469302;CDRY BROWN;1525,46;1525,46;4776,9;2078,15;997,23;645,93;901,16;N/A;N/A;4776,89;2664;52,06;0,29;N/A;0,29;N/A;N/A;163,01;0,91;N/A;0,91;N/A;N/A;N/A;2664;N/A;Division by zero!;0,29;N/A;0,29;N/A;N/A;Division by zero!;0,91;N/A;0,91;N/A;N/A;;
9469376;STENA TRANSPORTER;10954;N/A;34206,99;31655,47;0;0;2551,52;9915,33;24291,67;N/A;4150;158,91;N/A;N/A;N/A;270,18;22,93;496,23;N/A;N/A;N/A;848,04;71,45;;4150;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
9469388;STENA TRANSIT;10232;N/A;31937,89;29716,25;0;0;2221,64;2369,11;29568,77;N/A;4024;152,12;N/A;N/A;N/A;64,03;28,99;474,84;N/A;N/A;N/A;204,71;90,33;;4024;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
9469508;ADAM I;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469510;GIORGAKIS;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469546;AQUAMARINE;5217,83;;16292,72;50,62;2777,46;13016,39;448,27;N/A;N/A;;3256,7;204,53;2,48;N/A;N/A;N/A;N/A;638,65;7,74;N/A;N/A;N/A;N/A;N/A;3256,7;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469560;MSC TERESA;12009,73;;37448,22;7498,34;4307,8;24012,6;1629,48;N/A;N/A;;2307,1;345,36;3;N/A;N/A;N/A;N/A;1076,87;9,37;N/A;N/A;N/A;N/A;N/A;2307,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469572;CMA CGM ALASKA;21558,62;;67146,71;12930,02;8632,78;43936,42;1647,49;N/A;N/A;;4051,6;323,15;3,15;N/A;N/A;N/A;N/A;1006,48;9,82;N/A;N/A;N/A;N/A;N/A;4051,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469687;ALPINE AQUALINA;729,4;;2272,58;0;1431,62;813,69;27,27;N/A;N/A;;426,6;139,54;1,54;N/A;N/A;N/A;N/A;434,78;4,8;N/A;N/A;N/A;N/A;N/A;426,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469778;THORCO ISADORA;2240,48;1328,5;7010,34;1534,28;2952,14;2307,61;216,31;N/A;N/A;4143,41;2388,7;79,99;Division by zero!;N/A;7,26;N/A;N/A;250,29;Division by zero!;N/A;22,7;N/A;N/A;;2388,7;;73,98;Division by zero!;N/A;4,3;N/A;N/A;230,72;Division by zero!;N/A;13,42;N/A;N/A;;
9469780;THORCO ISABELLA;1142,56;;3594,53;920,59;845,92;1687,74;140,31;N/A;N/A;;1228,02;77,25;;N/A;64939,62;N/A;N/A;243,04;;N/A;204302,27;N/A;N/A;;1228,02;;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9469857;KANARIS;2409;;7520,39;0;3141;4279;101;N/A;N/A;;1307;161,01;1,84;N/A;N/A;N/A;N/A;502,63;5,74;N/A;N/A;N/A;N/A;N/A;1307;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469869;PARAPOLA;2918,5;;9148,69;0;3312,9;5503,6;332,2;N/A;N/A;;1531,27;166,61;1,59;N/A;N/A;N/A;N/A;522,27;4,99;N/A;N/A;N/A;N/A;N/A;1531,27;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469871;SAPIENTZA;2886,2;;9018,63;319,9;1425,2;6898,1;375,4;N/A;N/A;;1680,08;170,06;1,25;N/A;N/A;N/A;N/A;531,38;3,91;N/A;N/A;N/A;N/A;N/A;1680,08;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9469883;HYUNDAI MASAN;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;Division by zero!;N/A;N/A;Division by zero!;Division by zero!;N/A;Division by zero!;N/A;N/A;N/A;0;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9469895;HYUNDAI ULSAN;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;Division by zero!;N/A;N/A;Division by zero!;Division by zero!;N/A;Division by zero!;N/A;N/A;N/A;0;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9469900;HYUNDAI DUBAI;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;Division by zero!;N/A;N/A;Division by zero!;Division by zero!;N/A;Division by zero!;N/A;N/A;N/A;0;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9469912;HYUNDAI ANTWERP;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;Division by zero!;N/A;N/A;Division by zero!;Division by zero!;N/A;Division by zero!;N/A;N/A;N/A;0;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9469962;CAPE TRADER;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9470040;OLYMPIC LEOPARD;12007,87;;37558,35;218,97;22655,92;13334,05;1349,4;N/A;N/A;;4042,51;249,09;1,36;N/A;N/A;N/A;N/A;779,11;4,25;N/A;N/A;N/A;N/A;N/A;4042,51;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9470258;SEAWAYS MILOS;1123,68;;3528,5;414,35;1512,29;1449,79;152,07;N/A;N/A;;1580,5;96,24;13,08;N/A;N/A;N/A;N/A;302,2;41,08;N/A;N/A;N/A;N/A;N/A;1580,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9470313;WAVE FRIEND;437,86;;1377,29;582,79;438,04;86,83;269,66;N/A;N/A;;491,8;75,17;3,42;N/A;N/A;N/A;N/A;236,46;10,75;N/A;N/A;N/A;N/A;N/A;491,8;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9470375;GOLDEN PEARL;5597,72;;17619,42;1710,56;10642,94;4662,41;603,5;N/A;N/A;;6421,66;113,32;3,79;N/A;N/A;N/A;N/A;356,69;11,93;N/A;N/A;N/A;N/A;0;6421,66;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9470387;GOLDEN DIAMOND;3679,95;;11529,94;3348,69;3673,73;4455,33;52,2;N/A;N/A;;4791,47;113,3;3,18;N/A;N/A;N/A;N/A;354,98;9,95;N/A;N/A;N/A;N/A;0;4791,47;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
